subject,predicate,object
Ashur-uballit I,reignPeriod,1365–1330 BC
Babylonian tablets,use,legal documents
Uruk,associatedWith,Sumerian civilization
Larsa city-state,instanceOf,Ancient Mesopotamian city-state
Ninurta-nadin-shumi,father,Nabu-kudurri-usur I
God Marduk,title,King of the Gods
Nippur,role,Religious capital of Sumer
Ammi-Saduqa,dynasty,First Dynasty of Babylon
Battle between Marduk and Tiamat,instanceOf,Mythological event
Amel-Marduk,successor,Neriglissar
Eanna,locatedIn,Babylon
King Nebuchadnezzar II,notableBuilding,Etemenanki ziggurat
Abu Ja'far Abdallah ibn Muhammad al-Mansur,instanceOf,Caliph of the Abbasid Caliphate
Hadadezer,enemyOf,King David of Israel
Assyrian dominance over Babylon,includesEvent,Assyrian conquest of Babylon
Siege of Jerusalem (587 BCE),partOf,Babylonian conquest of Judah
Kadašman-Turgu,predecessor,Kudur-Enlil
Lamassu sculptures,associatedWith,Assyrian Empire
Tiglath-Pileser I,knownFor,Military campaigns expanding Assyrian empire
Ancient Babylonian Palace,function,Royal residence
Sin (Moon God),instanceOf,Deity
Marduk,father,Ea (Enki)
Babylonian city-state,knownFor,Code of Hammurabi
Battle of Carchemish,location,Carchemish
Nineveh,wasCapitalOf,Assyrian Empire
Mušḫuššu,depictedAs,dragon-like creature
Addaru,role,God of the underworld
Babylonian calendar,monthNames,Ayaru
Akkadian city-states,notableCity,Lagash
Atrahasis Epic,topic,creation of humans
Kadashman-Turgu,successor,Kadašman-Enlil II
Correspondence with Egyptian Pharaoh Akhenaten,relatedTo,Ancient city of Babylon
King of Sippar,role,Ruler
Umma,timePeriod,Early Dynastic period
Amorites,origin,Western Syria
Assyrian dominance over Babylon,endedBy,fall of Assyrian Empire
River Euphrates,flowsThrough,Babylon
Babylonian Talmud,originatedIn,Babylon
Babylonian cuneiform texts,scriptType,cuneiform script
Sargon of Akkad,reignPeriod,c. 2334–2279 BC
Babylon,knownFor,historical chronicles
Urukagina,reignPeriod,circa 24th century BCE
Babylonian dialect,usedFor,legal documents
Persian Empire,capital,Persepolis
Stele of Hammurabi,instanceOf,ancient artifact
King of Lagash,role,Ruler of Lagash
Etemenanki Ziggurat,locatedIn,Babylon
Babylonian Talmud,contains,Gemara
Marduk,symbol,spade
Gilgamesh,kingOf,Uruk
Ancient Babylonian Temple,instanceOf,Temple
Neo-Assyrian Empire,capital,Nineveh
Achaemenid rule over Babylon,instanceOf,Historical period
Ishtar,myth,Descent to the Underworld
Ziggurat of Ur,historicalPeriod,Ancient Babylonian era
King Gilgamesh,father,Lugalbanda
Hurrians,timePeriod,Bronze Age
Nergal,instanceOf,Mesopotamian deity
Tukulti-Ninurta II,notableFor,Military campaigns in the Zagros Mountains
Enki,symbol,Water
Boundary stone,instanceOf,Artifact
Ereshkigal,spouse,Nergal
Babylon,knownFor,textile production
Fall of Babylon to Persian Empire in 539 BCE,involvedEntity,Persian Empire
Gate of All Nations,locatedIn,Babylon
Code of Hammurabi,originatedIn,Babylon
Goddess Ishtar,instanceOf,Deity
Nabopolassar,reignStart,626 BC
Ziggurat temples,purpose,Religious worship
Achaemenid rule over Babylon,ruler,Cyrus the Great
Babylonian kings,instanceOf,group of historical rulers
Siege of Babylon (539 BC),involvedEntity,Achaemenid Empire
Assur,foundedIn,circa 2600 BCE
Battle of Carchemish,occurredInYear,605 BC
Bau,role,Mother goddess
Kish,instanceOf,ancient city
Ningirsu,worshipedIn,ancient Babylonian religion
Pumbedita,role,center of Jewish learning
Ancient Babylonian period,knownFor,Code of Hammurabi
Shamshi-Adad I,politicalInfluence,Influenced Babylonian politics through military and diplomatic means
Babylonian Astronomical Texts,timePeriod,1st millennium BCE
Babylonian conquest of Judah,instanceOf,historical event
Tiamat,relation,consort of Apsu
Sin (Moon God),symbol,Crescent Moon
En-men-dur-ana,mentionedIn,Sumerian King List
Ninurta,symbol,bow and arrow
Achaemenid Empire period,ruler,Darius the Great
Arik-den-ili,instanceOf,King of Babylon
Ishtar,parent,Sin
Neo-Babylonian,instanceOf,Empire
Nebuchadnezzar II,knownFor,Expansion of Babylon
Hammurabi of Babylon,religion,Ancient Mesopotamian religion
Ruins of Babylon,historicalPeriod,Old Babylonian period
Agum II,notableFor,Consolidation of Kassite rule in Babylon
Babylonian kings,knownFor,military conquests
Babylon,knownFor,art and sculpture
Palace of Sargon II at Khorsabad,builtBy,Sargon II
Ereshkigal,instanceOf,Mesopotamian goddess
Babylon,knownFor,Babylonian urban planning
Behistun Inscription,instanceOf,Ancient inscription
Babylonian law codes,originatedIn,Babylon
Babylon,knownFor,Ishtar Gate
Stele of Hammurabi,dateCreated,circa 1754 BC
Akkadian Empire period,associatedWith,Akkadian Empire
Warad-Sin,instanceOf,King of Larsa
Serpent-dragon,instanceOf,Mythological creature
Correspondence with Egyptian Pharaoh Akhenaten,timePeriod,14th century BCE
Shamash-shum-ukin,conflictWith,Ashurbanipal
Neo-Babylonian,capital,Babylon
Ziggurat Etemenanki,function,religious temple
Gate of All Nations,builtDuring,Achaemenid Empire period
Adad-nirari III,title,King of Babylon
Nabonidus' religious reforms,focusedOn,worship of the moon god Sin
Naqi'a,timePeriod,7th century BCE
Old Babylonian Empire,location,Mesopotamia
Babylon archaeological sites,instanceOf,archaeological site
Processional Way,connected,Ishtar Gate
Alexander the Great,conquered,Babylon
Treaty of Kadesh,parties,Egypt
Arahsamnu,instanceOf,Ancient Babylonian deity
Southern Mesopotamia,instanceOf,region
Governor of Babylon,associatedWith,Babylonian Empire
Kurigalzu II,notableFor,Building projects in Babylon
Akkadian language,usedFor,literature in Babylonian empire
Tukulti-Ninurta I,built,Tukulti-Ninurta Epic
Destruction of Babylon in 689 BC,instanceOf,Historical event
Kar-Tukulti-Ninurta,historicalPeriod,13th century BCE
Daniel,associatedWith,Babylon
Mursili III,successor,Hattusili III
Nabu-mukin-zeri,reignPeriod,circa 731 BC
Babylon,knownFor,Babylonian trade routes
Ancient Babylonian period,associatedWith,Babylon
Babylon,religion,Mesopotamian religion
Babylon,religionPracticed,Babylonian religion
Babylonian captivity,involved,Jews from the Kingdom of Judah
Cyrus the Great's decree,issuedBy,Cyrus the Great
Sumerian King List,originatedIn,ancient Mesopotamia
Hammurabi of Babylon,expandedEmpire,Mesopotamia
Nintu,role,goddess of birth and fertility
Babylonian calendar,monthNames,Tashritu
Enki,child,Marduk
Babylonian religion,includedDeity,Tiamat
Marduk-nadin-ahhe,notableFor,Restoration of Babylonian temples
Hittite sack of Babylon,occurredIn,Babylon
Merodach-Baladan II,knownFor,Resistance against Assyrian domination
Ishkur,role,god of storms and rain
Esagila,mentionedIn,Babylonian texts
Ibbi-Sin,dynasty,Third Dynasty of Ur
Excavations at Babylon,instanceOf,archaeological excavation
Al-Mansur,fullName,Abu Ja'far Abdallah ibn Muhammad al-Mansur
Code of Ur-Nammu,writtenOn,clay tablets
King Hezekiah,father,King Ahaz
Akkadian mythology,associatedWith,ancient Mesopotamia
Ancient Babylon,languageSpoken,Akkadian
Temple of the Sun God Shamash,locatedIn,Babylon
First Dynasty of Babylon,alsoKnownAs,Amorite Dynasty
Etemenanki of Borsippa,dedicatedTo,Marduk
Ningishzida,associatedWith,underworld
Battle of Salamis,location,Straits of Salamis
Babylonian territory,majorRiver,Tigris River
Ammi-Ditana,notableFor,Religious activities
Ammisaduqa,dynasty,First Babylonian Dynasty
Amorite Dynasty,knownFor,Code of Hammurabi
Akitu Festival,instanceOf,Ancient Babylonian festival
Nergal-sharezer,notableEvent,Conflict with Assyrian king Sargon II
Battle of Carchemish,involvedEntity,Babylonian Empire
Tower of Babel,associatedWith,confusion of languages
Ur-Nammu law code,language,Sumerian
Ninlil,spouse,Enlil
King Shulgi,achievements,Military campaigns
Assur,capitalOf,Assyrian Empire
Burnaburiash II,predecessor,Karaindash
City of Uruk,famousFor,Ziggurat of Uruk
Caliph Al-Mansur,associatedWith,Abbasid Caliphate
First Babylonian Empire,instanceOf,Ancient Empire
Battle of Cunaxa,involvedEntity,Artaxerxes II
God Marduk,mythology,Enuma Elish
Kassite dynasty of Babylon,timePeriod,c. 1595–1155 BC
Akitu,ritualsIncluded,Processions
Lagash,religion,Sumerian polytheism
Ancient Babylonian Empire,religion,Ancient Mesopotamian religion
Babylonian captivity,startedIn,586 BCE
Median Empire,existedDuring,7th century BC
Marduk's temple,function,religious worship
Amorites,migratedTo,Mesopotamia
Gilgamesh,associatedWith,Epic of Gilgamesh
Queen Sammuramat,possibleIdentity,Semiramis
Antu,instanceOf,Mesopotamian goddess
Nanna (moon god),mainTemple,Ekur in Ur
Shatt al-Arab,flowsThrough,ancient Babylonian region
Darius I,supported,Babylonian culture and religion
Kashtiliash IV,instanceOf,King of Babylon
Tukulti-Ninurta I,fought,Battle of Nihriya
Babylonian chronicles,writtenOn,clay tablets
Enlil-nadin-apli,instanceOf,King of Babylon
Invasion by Hittites,resultedIn,Sack of Babylon
Abbasid Caliphate,endedInYear,1258 AD
Processional Way of Babylon,direction,From Ishtar Gate to the temple of Marduk
Neo-Assyrian Empire,timePeriod,circa 883–612 BCE
Simbar-Šipak,reignStart,1021 BC
Xerxes I,succeededBy,Artaxerxes I
Shalmaneser I,expanded,Assyrian empire
King Sennacherib,faced,Babylonian revolts
Caliph of the Abbasid Caliphate,instanceOf,Title
Meli-Šipak II,predecessor,Ninurta-apal-Ekur
Adad-šuma-uṣur,notableFor,Restoring Babylonian independence from Assyria
Babylon,conqueredBy,Cyrus the Great
Utu,temple,E-babbar in Sippar
Dumuzi,worshipedIn,Babylon
Neo-Babylonian King,associatedWith,Neo-Babylonian Empire
Persian control of Babylon,endDate,331 BCE
Adad-šuma-uṣur,successor,Meli-Šipak II
Sacking of Babylon,occurredIn,Babylon
Akkadians,notableRuler,Sargon of Akkad
Gilgamesh,mother,Ninsun
2nd Dynasty of Isin,capital,Babylon
Mul.Apin,date,circa 7th century BCE
Apsu,role,primordial god of fresh water
Baba-aha-iddina,predecessor,Kadašman-Enlil II
as-Senkereh,locatedIn,Babylonian Empire
Achaemenid rule over Babylon,startedBy,Cyrus the Great
Lamassu sculptures,symbolize,power and protection
Shalmaneser III,notableCampaign,Battle of Qarqar
Enki,instanceOf,Mesopotamian god
Ishtar,parent,Anu
Hammurabi,famousArtifact,Stele of Hammurabi
Babylonians,era,Ancient Mesopotamia
Ziggurats,structureType,Terraced step pyramid
King Nebuchadnezzar II,militaryCampaign,Siege of Jerusalem (597 BC)
Extensive library at Nineveh,contains,clay tablets
Tiglath-Pileser III,conquered,Babylon
Fall of Babylonian Empire,instanceOf,historical event
Ancient Babylonian dynasty,language,Akkadian
Lipit-Ishtar,notableFor,Law code of Lipit-Ishtar
Marduk's temple,alsoKnownAs,Esagila
Sumerian Civilization,religion,Polytheistic
Tukulti-Ninurta I,son,Ashur-nadin-apli
First Babylonian Empire,religion,Ancient Mesopotamian religion
Darius I,built,Canal from the Nile to the Red Sea
Babylonian Empire,knownFor,Code of Hammurabi
Ibbi-Sin,capital,Ur
Babylonian king,role,Ruler of Babylon
Karaindash,instanceOf,King of Babylon
Neo-Assyrian Empire,language,Akkadian
Shamshi-Adad I,relationToBabylon,Contemporary of Babylonian kings
Ea,fatherOf,Marduk
Isin-Larsa period,precededBy,Ur III period
Kingdom of Israel,capital,Samaria
Shamshi-Adad V,capital,Assur
Enuma Elish,date,circa 12th century BCE
Battle of Nineveh (612 BC),occurredIn,612 BC
Akkadian king,language,Akkadian
Ancient Babylonian texts,include,Mathematical texts
Shamshi-Adad II,reignPeriod,1585–1580 BC
King Dadusha,reignPeriod,c. 18th century BCE
Hammurabi of Babylon,capital,Babylon
Anu,symbol,Horned crown
Ningishzida,symbol,serpent
Babylonians,famousKing,Nebuchadnezzar II
Ereshkigal,mythology,Akkadian mythology
Tiglath-Pileser I,relationToBabylon,Conducted military campaigns in Babylonian territory
Law Code of Hammurabi,currentLocation,Louvre Museum
Merodach-Baladan,reignPeriod,c. 721–710 BC
Babylonian Jewish academies,instanceOf,Jewish academies
Ur,foundedIn,circa 3800 BCE
Kassite language,associatedWith,Kassite dynasty of Babylon
Babylon ruins,locatedIn,"Babylon, Iraq"
Ancient Babylon,historicalPeriod,Bronze Age
Larsa,economicActivity,trade and agriculture
King of Assyria,capital,Nineveh
Nabu-kudurri-usur I,capital,Babylon
Baghdad,locatedIn,Iraq
Atrahasis Epic,origin,Babylonian mythology
Ancient Babylonian period,instanceOf,historical period
Battle of Cunaxa,significance,Cyrus the Younger died
Naqi'a,child,Esarhaddon
Amorites,roleInBabylon,Founders of the First Babylonian Dynasty
Umma,languageSpoken,Sumerian
Enki,role,god of freshwater and crafts
Nintu,depictedAs,mother goddess
Isin-Larsa period,notableCities,Larsa
Enuma Anu Enlil,usedBy,Babylonian priests
Babylon,knownFor,religious architecture
Babylonian Kingdom,capital,Babylon
Ancient Babylon,writingSystem,Cuneiform
Babylon,notableEvent,Rebuilding under Nebuchadnezzar II
Lugal-Zage-Si,title,King of Uruk
Palace at Nimrud,locatedIn,Nimrud
Sumerian,influenced,Babylonian culture
Shabatu,instanceOf,Month
Kudur-Enlil,notableFor,Building projects in Babylon
Adad-apla-iddina,notableFor,Cultural revival during his reign
Sumerian language,instanceOf,language
Ancient Babylonian civilization,instanceOf,civilization
Babylonian civilization,developed,cuneiform writing system
Walls of Babylon,material,Mud bricks
Nabonidus,knownFor,Restoration of ancient temples
Marduk,symbol,Dragon or snake
Ziggurat,function,Connecting heaven and earth
Battle of Salamis,instanceOf,Naval battle
Babylon,religion,Ancient Mesopotamian religion
Lex talionis,instanceOf,Ancient Babylonian law principle
Ancient Babylonian deity,associatedWith,Babylon
Siege of Jerusalem,instanceOf,Historical Event
Ancient Babylonian road,connected,major cities in Mesopotamia
Babylonian conquest of Jerusalem,precededBy,Siege of Jerusalem (597 BCE)
Babylonian Captivity,alsoKnownAs,Babylonian Exile
Ashur-uballit I,role,Founder of the Middle Assyrian Empire
Worship of the moon god Sin,location,Ur
Nebuchadnezzar II,reignPeriod,605–562 BC
Labashi-Marduk,reignPeriod,circa 556 BC
King Shulgi,religion,Sumerian religion
E-zida,associatedWith,Babylonian religion
Ancient Babylonian civilization,contributedTo,mathematics
Achaemenid Empire,ruledOver,Babylon
Kassite language,spokenBy,Kassites
Shubat-Enlil,historicalPeriod,Old Babylonian period
Hammurabi of Babylon,notableAchievement,unification of Mesopotamian city-states
Sippar,archaeologicalSite,Tell Abu Habbah
Marduk-aḫḫē-erība,instanceOf,King of Babylon
Aramaic language,timePeriod,Ancient Mesopotamia
Uruk,foundedIn,4th millennium BCE
Ibbi-Sin,predecessor,Shulgi
Eshnunna laws,influenced,later Mesopotamian law codes
Ur III,timePeriod,circa 2112–2004 BCE
Ancient Assyrian Empire,instanceOf,ancient empire
Ur III dynasty,notableRuler,Shulgi
"Hillah, Iraq",historicalSignificance,Proximity to Babylon
Assyrian Empire,knownFor,military prowess
Hanging Gardens,status,One of the Seven Wonders of the Ancient World
Babylon,knownFor,calendar system
Assyrian palaces,locatedIn,Assyria
Babylonian Chronicles,writtenOn,clay tablets
Kutir-Nahhunte I,title,King of Elam
Etemenanki ziggurat,reconstructedBy,Nebuchadnezzar II
Dragon (Mušḫuššu),hasFeatures,Serpent's body
Shamshi-Adad V,father,Shalmaneser III
Amorites,timePeriod,circa 2000 BCE to 1600 BCE
Code of Ur-Nammu,discoveredIn,ancient Mesopotamia
Assyrian Empire,instanceOf,Ancient Empire
Akkadian Empire period,timeframeEnd,c. 2154 BC
Babylonian army,notableLeader,Nebuchadnezzar II
Babylon,notableArtifact,Ishtar Gate bricks
Ancient Babylonian Empire,capital,Babylon
Judah,capital,Jerusalem
Processional Way,locatedIn,Babylon
Burna-Buriaš II,knownFor,Kassite diplomatic letters
City of Uruk,contributedTo,development of writing (cuneiform)
Enuma Elish,theme,creation of the world
Siege of Jerusalem (597 BCE),precededBy,Siege of Jerusalem (586 BCE)
Artaxerxes II,reignEnd,358 BC
Ancient Babylon,notableRuler,Nebuchadnezzar II
Battle of Salamis,combatants,Persian Empire
King Dadusha,knownFor,Military campaigns
"Hillah, Iraq",locatedIn,Iraq
Shalmaneser I,father,Adad-nirari I
Destruction of Solomon's Temple,instanceOf,Historical event
Nineveh,famousFor,Library of Ashurbanipal
Etemenanki of Borsippa,locatedIn,Borsippa
Old Babylonian period,precededBy,Akkadian Empire
Babylon,knownFor,Code of Hammurabi
Middle Babylonian period,culturalSignificance,revival of Babylonian culture and language
Law of retaliation,principle,an eye for an eye
Entemena,instanceOf,King of Lagash
Fall of Babylon in 539 BCE,significance,End of Neo-Babylonian Empire
2nd Dynasty of Isin,religion,Ancient Mesopotamian religion
Babylonian mathematics,includedConcept,quadratic equations
Ekur,function,Temple complex
Siege of Jerusalem (597 BC),resultedIn,Babylonian capture of Jerusalem
Isin,conqueredBy,Larsa
Ziggurat Etemenanki,instanceOf,Ziggurat
Simbar-shipak,title,King of Babylon
Akitu,ritualsIncluded,Temple ceremonies
Neo-Assyrian period,notableRuler,Tiglath-Pileser III
Ashurnasirpal II,reigned,883–859 BC
Cyaxares,capital,Ecbatana
Burna-Buriaš II,dynasty,Kassite dynasty
First Temple,instanceOf,ancient temple
Khorsabad,discoveredIn,1843
King of Eshnunna,instanceOf,Title
Shatt al-Arab,emptiesInto,Persian Gulf
Enuma Anu Enlil texts,content,celestial omens
